Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks
Mymensingh,Loamy,52,Barren,210,31.2,Maize,Winter,31/07/2024,High potential
Rajshahi,Peaty,54,Agricultural,87,25.1,Wheat,Autumn,11/05/2024,Low potential
Rajshahi,Peaty,60,Unused,197,29.2,Wheat,Autumn,07/02/2024,Low potential
Sylhet,Sandy,83,Agricultural,388,25.5,Tea,Monsoon,19/04/2024,High potential
Rangpur,Peaty,50,Residential,257,25.3,Wheat,Winter,14/08/2024,Moderate potential
Barishal,Peaty,84,Agricultural,270,28.8,Tea,Summer,03/02/2024,High potential
Chattogram,Silt,79,Residential,193,21.4,Tea,Winter,06/02/2024,Moderate potential
Chattogram,Peaty,43,Unused,209,32.7,Wheat,Autumn,03/10/2024,High potential
Barishal,Sandy,46,Unused,294,23.2,Spices,Monsoon,31/10/2024,Moderate potential
Rajshahi,Sandy,46,Barren,167,25.2,Spices,Autumn,13/09/2024,Requires attention
Chattogram,Silt,72,Barren,60,20.7,Spices,Summer,14/09/2024,Moderate potential
Khulna,Peaty,43,Barren,216,25.8,Spices,Summer,04/01/2024,Requires attention
Dhaka,Sandy,91,Barren,127,34.6,Rice,Autumn,08/12/2024,Moderate potential
Mymensingh,Silt,56,Unused,248,32.1,Wheat,Summer,14/11/2024,High potential
Sylhet,Silt,81,Unused,340,32,Vegetables,Monsoon,14/07/2024,Requires attention
Sylhet,Sandy,55,Agricultural,279,32,Rice,Autumn,10/07/2024,High potential
Dhaka,Peaty,65,Barren,235,25.9,Tea,Summer,26/02/2024,High potential
Mymensingh,Clay,40,Agricultural,216,34,Wheat,Monsoon,09/02/2024,Moderate potential
Dhaka,Loamy,77,Barren,84,31.3,Vegetables,Summer,27/11/2024,Requires attention
Sylhet,Loamy,93,Unused,223,33.6,Maize,Monsoon,09/06/2024,Requires attention
Dhaka,Silt,60,Unused,203,24.3,Maize,Summer,17/06/2024,Requires attention
Rajshahi,Silt,46,Unused,81,24.3,Maize,Monsoon,28/10/2024,Requires attention
Rajshahi,Silt,62,Residential,245,30.8,Spices,Summer,06/10/2024,High potential
Rajshahi,Clay,42,Unused,376,28.8,Rice,Winter,18/10/2024,Low potential
Rangpur,Peaty,97,Barren,190,32.4,Vegetables,Monsoon,18/07/2024,Low potential
Rangpur,Peaty,99,Residential,284,22,Spices,Winter,03/04/2024,High potential
Rangpur,Sandy,40,Agricultural,84,25.2,Wheat,Summer,14/01/2024,High potential
Khulna,Sandy,76,Unused,205,33.8,Jute,Autumn,09/02/2024,High potential
Dhaka,Sandy,82,Unused,285,22.2,Rice,Winter,26/01/2024,Low potential
Sylhet,Sandy,40,Unused,151,33.6,Maize,Summer,12/01/2024,Low potential
Chattogram,Clay,92,Unused,74,20.3,Vegetables,Monsoon,10/11/2024,Requires attention
Mymensingh,Silt,41,Barren,264,26,Vegetables,Winter,06/12/2024,High potential
Chattogram,Clay,41,Barren,125,26.1,Maize,Winter,27/10/2024,Moderate potential
Khulna,Silt,61,Agricultural,128,34.2,Jute,Summer,16/02/2024,Requires attention
Rajshahi,Peaty,57,Agricultural,132,28.4,Tea,Winter,09/05/2024,Low potential
Barishal,Silt,69,Barren,68,26.5,Vegetables,Monsoon,09/06/2024,High potential
Sylhet,Loamy,76,Barren,177,31.9,Vegetables,Autumn,18/02/2024,Low potential
Mymensingh,Clay,51,Barren,280,33.4,Rice,Winter,07/03/2024,High potential
Mymensingh,Loamy,56,Barren,119,24.9,Vegetables,Monsoon,18/06/2024,Low potential
Rangpur,Silt,93,Barren,302,22.2,Jute,Summer,14/11/2024,High potential
Sylhet,Peaty,41,Barren,331,22,Jute,Winter,15/09/2024,Low potential
Dhaka,Sandy,87,Residential,385,21.9,Tea,Autumn,16/01/2024,High potential
Rangpur,Silt,52,Unused,56,26,Maize,Winter,24/11/2024,Requires attention
Barishal,Clay,88,Agricultural,346,24.8,Wheat,Winter,03/07/2024,Moderate potential
Chattogram,Peaty,58,Agricultural,65,21.4,Rice,Autumn,03/07/2024,Requires attention
Chattogram,Clay,79,Residential,318,33.6,Tea,Autumn,27/05/2024,Low potential
Sylhet,Clay,42,Residential,56,33.9,Wheat,Autumn,18/06/2024,Low potential
Mymensingh,Silt,94,Agricultural,284,30.6,Jute,Monsoon,15/06/2024,High potential
Dhaka,Loamy,68,Unused,400,33,Spices,Autumn,12/10/2024,Moderate potential
Dhaka,Peaty,41,Residential,86,20.3,Jute,Summer,12/08/2024,High potential
Rajshahi,Peaty,63,Barren,105,22.6,Spices,Winter,18/04/2024,High potential
Mymensingh,Clay,80,Agricultural,86,32.9,Spices,Autumn,08/10/2024,Low potential
Sylhet,Silt,96,Barren,198,27,Tea,Autumn,06/03/2024,High potential
Rangpur,Loamy,43,Unused,121,35,Jute,Monsoon,02/02/2024,High potential
Chattogram,Loamy,97,Agricultural,196,31.3,Vegetables,Autumn,01/12/2024,High potential
Rajshahi,Loamy,61,Unused,118,29.7,Spices,Monsoon,15/06/2024,Requires attention
Barishal,Loamy,65,Residential,220,22,Rice,Monsoon,19/11/2024,Low potential
Barishal,Clay,82,Agricultural,310,31.5,Tea,Summer,16/09/2024,Moderate potential
Sylhet,Loamy,51,Unused,74,24.9,Wheat,Winter,21/03/2024,Moderate potential
Sylhet,Sandy,100,Agricultural,104,34.4,Vegetables,Monsoon,18/07/2024,Requires attention
Sylhet,Peaty,46,Unused,264,24.3,Rice,Summer,18/09/2024,Moderate potential
Rangpur,Peaty,46,Unused,308,25.2,Tea,Summer,02/06/2024,Low potential
Dhaka,Peaty,76,Agricultural,258,29.8,Vegetables,Winter,16/06/2024,Requires attention
Chattogram,Silt,94,Barren,176,26.6,Wheat,Summer,12/06/2024,High potential
Rajshahi,Peaty,62,Residential,329,32.7,Jute,Summer,16/10/2024,Moderate potential
Khulna,Clay,49,Unused,186,34.9,Wheat,Monsoon,23/02/2024,Low potential
Rajshahi,Loamy,57,Unused,301,25.6,Spices,Summer,16/03/2024,Moderate potential
Rangpur,Loamy,49,Barren,343,32.5,Spices,Autumn,13/04/2024,Requires attention
Barishal,Peaty,80,Agricultural,241,24.2,Tea,Monsoon,04/12/2024,High potential
Rajshahi,Loamy,88,Residential,172,28.3,Tea,Summer,10/08/2024,Moderate potential
Mymensingh,Loamy,94,Agricultural,103,34.9,Vegetables,Autumn,03/05/2024,Low potential
Sylhet,Loamy,66,Agricultural,272,28.4,Wheat,Autumn,28/06/2024,High potential
Sylhet,Sandy,94,Agricultural,290,31.2,Spices,Summer,19/05/2024,Low potential
Rangpur,Silt,67,Residential,72,20.5,Wheat,Monsoon,05/08/2024,High potential
Rangpur,Loamy,52,Residential,312,23.9,Wheat,Monsoon,22/10/2024,Moderate potential
Sylhet,Silt,99,Barren,72,22.9,Maize,Monsoon,05/01/2024,Requires attention
Khulna,Peaty,91,Residential,270,28.8,Vegetables,Summer,30/03/2024,High potential
Rajshahi,Peaty,50,Unused,380,30.7,Vegetables,Summer,23/03/2024,Requires attention
Chattogram,Silt,87,Agricultural,112,21.6,Wheat,Summer,21/06/2024,High potential
Barishal,Sandy,59,Barren,55,29.9,Spices,Monsoon,12/05/2024,Requires attention
Khulna,Loamy,44,Barren,335,31.3,Spices,Winter,03/06/2024,Moderate potential
Barishal,Clay,49,Barren,234,20.4,Wheat,Autumn,10/11/2024,Moderate potential
Rajshahi,Silt,69,Barren,57,28.5,Tea,Monsoon,07/11/2024,Requires attention
Mymensingh,Loamy,84,Unused,387,24.9,Wheat,Summer,02/01/2024,Moderate potential
Barishal,Sandy,41,Barren,98,33.3,Tea,Autumn,28/02/2024,High potential
Rajshahi,Sandy,51,Unused,389,33.9,Spices,Winter,08/07/2024,Moderate potential
Khulna,Clay,51,Unused,319,23.7,Maize,Autumn,22/02/2024,Requires attention
Rajshahi,Peaty,61,Agricultural,163,33.3,Spices,Autumn,19/06/2024,Moderate potential
Barishal,Sandy,56,Agricultural,55,22.7,Tea,Summer,02/02/2024,High potential
Sylhet,Silt,84,Residential,264,21.7,Wheat,Summer,09/11/2024,High potential
Rangpur,Silt,63,Residential,141,21.6,Spices,Autumn,04/10/2024,Requires attention
Dhaka,Loamy,98,Unused,166,22.1,Vegetables,Summer,14/09/2024,High potential
Barishal,Sandy,70,Barren,102,30.2,Wheat,Winter,17/02/2024,High potential
Rajshahi,Clay,58,Agricultural,332,30.6,Tea,Summer,19/06/2024,High potential
Sylhet,Sandy,62,Residential,229,27.7,Rice,Autumn,22/06/2024,Low potential
Rangpur,Silt,45,Agricultural,215,24,Tea,Monsoon,26/06/2024,High potential
Rangpur,Clay,79,Unused,193,20.3,Vegetables,Summer,30/09/2024,High potential
Chattogram,Silt,84,Agricultural,398,30.3,Wheat,Monsoon,18/01/2024,Moderate potential
Rajshahi,Loamy,78,Unused,168,22.4,Tea,Monsoon,10/07/2024,Moderate potential
Khulna,Loamy,71,Barren,332,26.4,Jute,Autumn,08/11/2024,Requires attention
Rajshahi,Peaty,65,Residential,221,22.5,Rice,Winter,22/10/2024,Moderate potential
Sylhet,Silt,86,Barren,80,24.4,Wheat,Monsoon,17/06/2024,Requires attention
Rangpur,Silt,47,Unused,201,20.9,Vegetables,Monsoon,04/08/2024,Requires attention
Sylhet,Clay,70,Agricultural,160,24.2,Tea,Winter,31/01/2024,Moderate potential
Rangpur,Clay,79,Residential,368,27.2,Tea,Summer,11/07/2024,Low potential
Rajshahi,Peaty,74,Barren,214,29.9,Spices,Autumn,17/04/2024,High potential
Mymensingh,Peaty,50,Agricultural,57,34.5,Jute,Summer,09/06/2024,Moderate potential
Chattogram,Silt,84,Agricultural,185,24.2,Spices,Summer,28/03/2024,Low potential
Dhaka,Loamy,59,Unused,397,21.7,Vegetables,Summer,25/01/2024,Requires attention
Rajshahi,Peaty,89,Unused,386,29.7,Spices,Monsoon,13/04/2024,High potential
Rajshahi,Loamy,52,Barren,257,29.8,Tea,Summer,27/04/2024,Low potential
Rangpur,Clay,100,Barren,374,31.1,Tea,Summer,08/02/2024,Requires attention
Rajshahi,Sandy,77,Unused,301,20.8,Tea,Summer,06/10/2024,High potential
Chattogram,Silt,92,Barren,229,27.5,Jute,Monsoon,31/07/2024,Requires attention
Mymensingh,Sandy,77,Barren,197,27.8,Rice,Monsoon,02/01/2024,High potential
Chattogram,Clay,45,Agricultural,263,25.1,Spices,Summer,12/01/2024,High potential
Chattogram,Clay,58,Unused,249,31.6,Rice,Autumn,30/05/2024,Requires attention
Rajshahi,Loamy,53,Agricultural,187,22.4,Maize,Autumn,01/03/2024,Requires attention
Khulna,Silt,83,Unused,208,29.4,Vegetables,Winter,20/04/2024,Low potential
Barishal,Clay,86,Unused,249,23.7,Tea,Summer,27/05/2024,High potential
Chattogram,Clay,40,Agricultural,141,25,Rice,Autumn,04/03/2024,High potential
Barishal,Peaty,68,Agricultural,210,23.3,Tea,Autumn,27/05/2024,High potential
Barishal,Silt,44,Barren,140,23.3,Jute,Summer,25/01/2024,Moderate potential
Sylhet,Clay,87,Barren,287,29.3,Maize,Winter,11/06/2024,High potential
Rajshahi,Loamy,54,Unused,283,20.1,Vegetables,Monsoon,03/12/2024,Moderate potential
Khulna,Silt,91,Unused,248,31.1,Tea,Summer,31/03/2024,High potential
Chattogram,Silt,71,Agricultural,73,24.6,Vegetables,Summer,17/04/2024,Moderate potential
Mymensingh,Clay,94,Residential,175,23.1,Vegetables,Monsoon,17/10/2024,Low potential
Sylhet,Clay,55,Residential,118,24.4,Tea,Monsoon,16/05/2024,High potential
Barishal,Clay,95,Residential,268,32.4,Maize,Monsoon,02/05/2024,Moderate potential
Barishal,Peaty,81,Agricultural,198,34,Maize,Autumn,29/06/2024,High potential
Sylhet,Silt,75,Unused,232,34.3,Wheat,Winter,27/04/2024,High potential
Barishal,Clay,56,Unused,218,22,Wheat,Monsoon,02/08/2024,Requires attention
Mymensingh,Peaty,97,Agricultural,400,22.6,Wheat,Winter,04/08/2024,High potential
Khulna,Silt,88,Unused,134,21.1,Maize,Winter,09/10/2024,Moderate potential
Rangpur,Sandy,70,Barren,303,25.7,Wheat,Monsoon,10/01/2024,Low potential
Khulna,Loamy,81,Barren,83,21,Wheat,Autumn,22/10/2024,Moderate potential
Chattogram,Silt,76,Residential,248,29.7,Spices,Summer,23/01/2024,Requires attention
Rangpur,Loamy,90,Barren,385,32.1,Vegetables,Summer,13/03/2024,Requires attention
Rangpur,Clay,55,Agricultural,152,20.2,Jute,Winter,11/11/2024,Requires attention
Rajshahi,Silt,85,Agricultural,213,31.8,Jute,Winter,08/09/2024,High potential
Chattogram,Clay,76,Unused,99,25.3,Vegetables,Monsoon,11/10/2024,Moderate potential
Rajshahi,Loamy,57,Residential,101,35,Tea,Autumn,03/09/2024,Low potential
Khulna,Silt,45,Residential,266,22,Tea,Monsoon,24/05/2024,Low potential
Dhaka,Peaty,55,Barren,222,33.3,Jute,Autumn,17/08/2024,Moderate potential
Rajshahi,Silt,84,Barren,53,29,Vegetables,Winter,12/02/2024,Requires attention
Rajshahi,Peaty,72,Unused,163,33.8,Tea,Monsoon,27/08/2024,Moderate potential
Khulna,Clay,76,Barren,126,31,Spices,Autumn,27/03/2024,High potential
Rajshahi,Peaty,50,Residential,130,29.8,Spices,Summer,18/02/2024,Moderate potential
Chattogram,Loamy,67,Unused,202,26.6,Tea,Winter,25/09/2024,Moderate potential
Sylhet,Sandy,75,Agricultural,371,32.8,Jute,Summer,08/06/2024,Requires attention
Rangpur,Peaty,98,Barren,180,34.5,Tea,Autumn,03/11/2024,Requires attention
Barishal,Clay,43,Barren,298,30.1,Maize,Autumn,21/09/2024,Low potential
Sylhet,Silt,47,Unused,382,34.6,Tea,Monsoon,25/12/2024,High potential
Mymensingh,Silt,94,Residential,134,21.6,Tea,Autumn,31/07/2024,Moderate potential
Barishal,Clay,51,Barren,224,33.8,Maize,Summer,23/10/2024,Moderate potential
Sylhet,Clay,70,Agricultural,398,32.4,Vegetables,Monsoon,20/08/2024,Requires attention
Rajshahi,Peaty,80,Agricultural,91,23.5,Maize,Autumn,01/10/2024,High potential
Sylhet,Silt,61,Barren,240,33.5,Maize,Autumn,13/06/2024,Moderate potential
Rangpur,Silt,92,Agricultural,377,22,Tea,Winter,17/11/2024,Low potential
Chattogram,Sandy,91,Unused,386,22.9,Maize,Summer,20/10/2024,Low potential
Chattogram,Sandy,82,Barren,245,23.4,Maize,Summer,04/02/2024,Requires attention
Rangpur,Silt,60,Residential,140,21.7,Maize,Monsoon,09/06/2024,Requires attention
Barishal,Silt,59,Residential,175,21.4,Wheat,Monsoon,26/08/2024,Moderate potential
Rangpur,Clay,82,Unused,201,26.7,Tea,Summer,15/03/2024,Requires attention
Barishal,Silt,88,Barren,108,20.6,Tea,Summer,02/05/2024,Moderate potential
Mymensingh,Clay,53,Residential,99,30,Jute,Winter,24/02/2024,Moderate potential
Rajshahi,Sandy,46,Residential,63,33.4,Spices,Autumn,26/05/2024,High potential
Mymensingh,Sandy,81,Residential,101,21.9,Jute,Monsoon,12/06/2024,Low potential
Rangpur,Silt,40,Barren,87,28,Tea,Monsoon,30/06/2024,Moderate potential
Chattogram,Clay,57,Agricultural,336,22.3,Vegetables,Autumn,21/02/2024,High potential
Rajshahi,Peaty,46,Agricultural,71,30.8,Tea,Autumn,23/04/2024,Moderate potential
Rajshahi,Silt,44,Barren,313,23.2,Maize,Summer,30/03/2024,High potential
Khulna,Silt,57,Unused,273,23.9,Jute,Autumn,03/09/2024,Moderate potential
Rangpur,Loamy,60,Residential,99,30.1,Wheat,Winter,09/06/2024,Low potential
Khulna,Loamy,59,Barren,247,31.2,Rice,Autumn,30/08/2024,Moderate potential
Barishal,Loamy,93,Residential,296,29.1,Rice,Autumn,03/08/2024,Moderate potential
Barishal,Sandy,71,Residential,221,32.9,Rice,Summer,02/07/2024,Moderate potential
Rajshahi,Silt,71,Unused,183,29.3,Vegetables,Summer,04/10/2024,Requires attention
Dhaka,Silt,96,Residential,173,23.6,Rice,Autumn,09/05/2024,Requires attention
Chattogram,Peaty,72,Agricultural,338,29,Spices,Monsoon,07/09/2024,Requires attention
Dhaka,Loamy,56,Unused,177,28.6,Spices,Autumn,14/01/2024,Requires attention
Chattogram,Peaty,73,Unused,293,22.8,Rice,Summer,18/12/2024,Low potential
Sylhet,Loamy,98,Barren,303,34.6,Jute,Monsoon,21/12/2024,Low potential
Chattogram,Peaty,85,Barren,151,28.7,Vegetables,Monsoon,16/11/2024,Requires attention
Barishal,Loamy,55,Barren,331,23.1,Vegetables,Winter,31/12/2024,Low potential
Khulna,Peaty,61,Agricultural,324,22.5,Spices,Monsoon,04/02/2024,Low potential
Mymensingh,Silt,93,Residential,235,23.5,Vegetables,Monsoon,29/01/2024,Low potential
Khulna,Loamy,76,Residential,353,34.3,Tea,Autumn,03/05/2024,Low potential
Rajshahi,Clay,87,Unused,66,33.5,Vegetables,Summer,16/03/2024,Requires attention
Rangpur,Sandy,63,Agricultural,144,30.3,Maize,Monsoon,02/11/2024,Low potential
Barishal,Clay,97,Agricultural,242,30.9,Rice,Winter,12/03/2024,High potential
Khulna,Silt,77,Unused,99,34.6,Jute,Summer,13/03/2024,Requires attention
Mymensingh,Clay,67,Agricultural,361,20.7,Jute,Summer,14/10/2024,Moderate potential
Khulna,Peaty,45,Barren,74,20.8,Jute,Summer,31/10/2024,High potential
Chattogram,Silt,85,Residential,295,25.7,Tea,Summer,20/07/2024,Low potential
Sylhet,Clay,97,Residential,204,30,Vegetables,Summer,05/03/2024,Moderate potential
Khulna,Peaty,74,Agricultural,56,20.9,Maize,Monsoon,11/09/2024,Low potential
Barishal,Loamy,99,Barren,328,23.8,Spices,Winter,20/06/2024,Low potential
Rajshahi,Silt,96,Unused,346,21,Vegetables,Winter,16/06/2024,Moderate potential
Rajshahi,Loamy,93,Unused,275,22.5,Vegetables,Autumn,28/03/2024,Requires attention
Barishal,Silt,48,Barren,168,25.7,Tea,Autumn,09/11/2024,Low potential
Mymensingh,Sandy,94,Agricultural,192,33.3,Spices,Monsoon,12/01/2024,Moderate potential
Rangpur,Peaty,84,Barren,112,28.9,Spices,Autumn,04/02/2024,Low potential
Rajshahi,Silt,43,Barren,171,31.8,Wheat,Autumn,09/04/2024,Moderate potential
Rangpur,Clay,59,Barren,152,24.8,Rice,Monsoon,11/09/2024,Moderate potential
Sylhet,Silt,56,Unused,122,34.6,Spices,Monsoon,12/09/2024,Requires attention
Rajshahi,Clay,67,Barren,185,22.4,Maize,Monsoon,30/03/2024,Low potential
Sylhet,Loamy,49,Agricultural,53,20.7,Rice,Monsoon,05/10/2024,Low potential
Chattogram,Clay,42,Residential,200,25.2,Spices,Winter,01/04/2024,Low potential
Dhaka,Peaty,44,Barren,244,27.9,Maize,Autumn,18/05/2024,Moderate potential
Rajshahi,Silt,73,Unused,134,31.9,Maize,Monsoon,05/10/2024,Moderate potential
Rajshahi,Clay,89,Barren,275,27,Spices,Monsoon,16/11/2024,High potential
Barishal,Silt,73,Residential,116,21.1,Spices,Winter,20/06/2024,Requires attention
Sylhet,Clay,71,Barren,50,28.9,Vegetables,Summer,27/10/2024,High potential
Sylhet,Peaty,62,Barren,324,23.2,Wheat,Monsoon,04/07/2024,Low potential
Rangpur,Silt,96,Agricultural,185,32.8,Vegetables,Summer,27/06/2024,Moderate potential
Rajshahi,Clay,79,Barren,145,28.7,Maize,Summer,05/12/2024,Moderate potential
Chattogram,Loamy,83,Agricultural,160,30.1,Tea,Winter,03/02/2024,Low potential
Mymensingh,Peaty,67,Residential,270,28,Spices,Winter,08/04/2024,Low potential
Khulna,Loamy,50,Unused,320,31,Rice,Summer,14/07/2024,Low potential
Rajshahi,Clay,74,Residential,284,34.2,Rice,Summer,13/08/2024,High potential
Mymensingh,Peaty,65,Unused,106,27.3,Spices,Winter,30/06/2024,Moderate potential
Rajshahi,Silt,44,Unused,215,22.4,Jute,Summer,13/12/2024,High potential
Sylhet,Sandy,87,Residential,349,26.3,Maize,Monsoon,10/10/2024,Low potential
Khulna,Loamy,69,Barren,222,22.3,Maize,Winter,19/11/2024,High potential
Khulna,Clay,64,Unused,119,26.1,Spices,Winter,13/10/2024,Moderate potential
Khulna,Loamy,64,Barren,261,21.8,Wheat,Autumn,27/01/2024,Moderate potential
Dhaka,Peaty,50,Barren,301,28.5,Wheat,Summer,29/06/2024,High potential
Dhaka,Loamy,86,Unused,265,25,Rice,Autumn,14/05/2024,High potential
Dhaka,Silt,73,Agricultural,80,21.3,Rice,Autumn,23/03/2024,High potential
Rangpur,Silt,78,Unused,208,24.6,Tea,Autumn,12/07/2024,Moderate potential
Chattogram,Peaty,46,Residential,340,34.3,Wheat,Summer,15/09/2024,Low potential
Khulna,Sandy,83,Unused,345,26.3,Wheat,Winter,15/12/2024,Low potential
Khulna,Sandy,96,Unused,102,31.8,Spices,Monsoon,26/07/2024,Moderate potential
Rajshahi,Silt,99,Agricultural,176,26.6,Maize,Monsoon,07/05/2024,Moderate potential
Dhaka,Sandy,83,Unused,329,21.4,Rice,Autumn,07/01/2024,High potential
Khulna,Peaty,76,Barren,354,34.1,Jute,Winter,16/10/2024,Low potential
Rangpur,Loamy,49,Unused,237,29.3,Maize,Winter,13/12/2024,Moderate potential
Dhaka,Clay,85,Unused,212,31.1,Maize,Monsoon,06/12/2024,Low potential
Dhaka,Clay,83,Residential,79,20.3,Rice,Winter,30/03/2024,Moderate potential
Rajshahi,Sandy,82,Residential,236,21,Tea,Autumn,16/09/2024,Moderate potential
Barishal,Peaty,67,Residential,231,26.7,Maize,Winter,01/01/2024,Requires attention
Rangpur,Clay,52,Agricultural,127,31.1,Tea,Winter,15/08/2024,Requires attention
Rajshahi,Sandy,68,Residential,258,24.3,Jute,Summer,28/04/2024,High potential
Chattogram,Clay,68,Residential,85,32.5,Spices,Monsoon,11/11/2024,Low potential
Rangpur,Loamy,40,Unused,55,25.9,Rice,Monsoon,02/06/2024,Low potential
Barishal,Peaty,86,Residential,100,32.4,Tea,Autumn,28/01/2024,High potential
Khulna,Clay,94,Barren,120,34,Jute,Autumn,27/04/2024,High potential
Mymensingh,Sandy,71,Residential,364,21.5,Tea,Autumn,09/06/2024,High potential
Khulna,Sandy,96,Barren,385,32.5,Tea,Summer,03/01/2024,High potential
Mymensingh,Loamy,69,Unused,110,25.8,Tea,Winter,01/10/2024,Moderate potential
Rangpur,Clay,55,Residential,263,30.7,Maize,Autumn,13/02/2024,Requires attention
Khulna,Silt,62,Barren,350,21.7,Rice,Summer,31/12/2024,Requires attention
Rangpur,Silt,83,Unused,189,22.1,Tea,Monsoon,14/06/2024,Moderate potential
Sylhet,Silt,46,Unused,339,24.7,Wheat,Autumn,09/08/2024,Low potential
Dhaka,Silt,49,Agricultural,152,22.5,Rice,Autumn,25/12/2024,Low potential
Sylhet,Loamy,96,Residential,360,22.4,Wheat,Winter,18/06/2024,High potential
Mymensingh,Sandy,73,Barren,71,27.5,Wheat,Summer,21/12/2024,Moderate potential
Rajshahi,Loamy,96,Unused,228,35,Spices,Monsoon,04/01/2024,Requires attention
Barishal,Loamy,65,Residential,262,27.5,Tea,Winter,05/01/2024,High potential
Mymensingh,Loamy,73,Unused,215,26.5,Wheat,Monsoon,05/10/2024,High potential
Dhaka,Loamy,44,Agricultural,346,24.8,Jute,Autumn,11/11/2024,High potential
Dhaka,Peaty,64,Agricultural,388,25.6,Rice,Autumn,02/12/2024,Requires attention
Khulna,Silt,94,Unused,227,28.2,Maize,Summer,04/07/2024,Moderate potential
Rajshahi,Sandy,69,Residential,237,28,Rice,Winter,24/11/2024,Requires attention
Dhaka,Sandy,59,Agricultural,349,32.6,Vegetables,Winter,05/08/2024,Moderate potential
Dhaka,Silt,79,Agricultural,164,30.9,Wheat,Autumn,10/09/2024,Low potential
Dhaka,Peaty,59,Residential,395,32,Vegetables,Summer,13/01/2024,Low potential
Rajshahi,Peaty,55,Barren,136,24.4,Vegetables,Summer,25/10/2024,Low potential
Barishal,Sandy,97,Residential,206,31.8,Rice,Monsoon,08/04/2024,High potential
Sylhet,Loamy,60,Barren,360,29.8,Maize,Monsoon,25/11/2024,Low potential
Rangpur,Peaty,90,Agricultural,86,22,Jute,Monsoon,18/08/2024,Requires attention
Dhaka,Peaty,79,Unused,72,28.6,Wheat,Monsoon,21/09/2024,Moderate potential
Rangpur,Clay,48,Unused,102,26.7,Jute,Monsoon,15/02/2024,Low potential
Sylhet,Sandy,77,Agricultural,323,32.9,Rice,Summer,04/11/2024,High potential
Rangpur,Clay,53,Barren,236,30.7,Spices,Summer,05/01/2024,Requires attention
Sylhet,Loamy,51,Barren,189,33.7,Rice,Monsoon,24/05/2024,Low potential
Mymensingh,Sandy,79,Barren,184,27,Maize,Summer,15/07/2024,Requires attention
Sylhet,Silt,68,Unused,248,27.5,Spices,Summer,05/09/2024,Moderate potential
Mymensingh,Sandy,66,Agricultural,322,23.1,Maize,Winter,07/01/2024,Requires attention
Chattogram,Sandy,80,Barren,346,30.9,Vegetables,Summer,19/11/2024,Moderate potential
Chattogram,Clay,57,Agricultural,253,32.3,Spices,Autumn,29/07/2024,Requires attention
Rajshahi,Sandy,82,Residential,93,25,Tea,Winter,21/03/2024,High potential
Barishal,Loamy,87,Agricultural,245,28.6,Jute,Monsoon,28/03/2024,Requires attention
Mymensingh,Clay,57,Barren,98,23,Maize,Monsoon,26/04/2024,Moderate potential
Rajshahi,Loamy,72,Agricultural,350,26.5,Jute,Summer,04/02/2024,Low potential
Barishal,Peaty,53,Agricultural,307,21.9,Wheat,Winter,28/03/2024,Requires attention
Sylhet,Loamy,100,Agricultural,210,23.4,Jute,Monsoon,17/11/2024,Moderate potential
Mymensingh,Loamy,64,Barren,58,31,Maize,Autumn,07/04/2024,High potential
Rangpur,Loamy,41,Agricultural,120,20.9,Vegetables,Monsoon,11/05/2024,High potential
Khulna,Clay,64,Residential,111,21.6,Spices,Summer,19/08/2024,High potential
Dhaka,Loamy,58,Residential,175,27.3,Tea,Winter,18/10/2024,High potential
Rajshahi,Silt,47,Agricultural,60,23.5,Vegetables,Winter,18/05/2024,High potential
Barishal,Clay,78,Agricultural,174,31,Tea,Monsoon,07/02/2024,Requires attention
Rangpur,Sandy,86,Barren,349,24.8,Tea,Summer,16/08/2024,Requires attention
Rajshahi,Sandy,79,Residential,325,22.9,Vegetables,Winter,07/08/2024,Requires attention
Chattogram,Peaty,98,Agricultural,116,25.9,Spices,Winter,23/02/2024,High potential
Sylhet,Silt,86,Agricultural,117,24.6,Spices,Autumn,07/06/2024,Low potential
Sylhet,Sandy,88,Unused,61,27.3,Wheat,Autumn,04/08/2024,High potential
Rajshahi,Sandy,40,Residential,204,25,Wheat,Summer,29/01/2024,Low potential
Sylhet,Peaty,40,Agricultural,281,34.5,Jute,Autumn,30/09/2024,Requires attention
Chattogram,Silt,57,Residential,161,28.3,Wheat,Winter,30/12/2024,Requires attention
Dhaka,Clay,79,Residential,230,22.8,Spices,Monsoon,03/10/2024,High potential
Sylhet,Peaty,72,Barren,209,20.9,Rice,Autumn,03/04/2024,Requires attention
Barishal,Peaty,47,Residential,208,28.6,Vegetables,Summer,21/04/2024,Low potential
Rangpur,Loamy,42,Barren,51,34.8,Maize,Monsoon,09/12/2024,Requires attention
Sylhet,Sandy,63,Agricultural,294,27.1,Spices,Winter,04/11/2024,High potential
Chattogram,Clay,86,Residential,251,21.6,Tea,Monsoon,18/01/2024,High potential
Rangpur,Peaty,53,Agricultural,345,23.1,Rice,Summer,27/02/2024,High potential
Mymensingh,Sandy,61,Barren,152,25.9,Vegetables,Monsoon,11/09/2024,Moderate potential
Rangpur,Loamy,78,Barren,389,31.8,Spices,Monsoon,18/11/2024,High potential
